"TEAM_ABBR","OT","Q1","Q2","Q3","SHTOUT","TOTAL_GOALS","OT_ALWD","Q1_ALWD","Q2_ALWD","Q3_ALWD","SHTOUT_ALWD","TOTAL_GOALS_ALWD","HOME_AWAY","SHOOTOUT_FLAG","GAME_DATE","GAME_ID"
"DET",0,1,2,2,0,5,1,3,1,1,0,6,"A","N","2014-02-02","201402020WSH"
"WSH",1,3,1,1,0,6,0,1,2,2,0,5,"H","N","2014-02-02","201402020WSH"
"ANA",0,0,0,2,0,2,0,1,1,2,0,4,"H","N","2014-02-03","201402030ANA"
"CBJ",0,1,1,2,0,4,0,0,0,2,0,2,"A","N","2014-02-03","201402030ANA"
"BUF",0,2,0,0,0,2,0,1,1,1,0,3,"H","N","2014-02-03","201402030BUF"
"EDM",0,1,1,1,0,3,0,2,0,0,0,2,"A","N","2014-02-03","201402030BUF"
"DET",0,0,1,1,0,2,0,0,0,0,0,0,"H","N","2014-02-03","201402030DET"
"VAN",0,0,0,0,0,0,0,0,1,1,0,2,"A","N","2014-02-03","201402030DET"
"CHI",0,2,1,2,0,5,0,1,1,1,0,3,"A","N","2014-02-03","201402030LAK"
"LAK",0,1,1,1,0,3,0,2,1,2,0,5,"H","N","2014-02-03","201402030LAK"
"COL",1,0,0,1,0,2,0,1,0,0,0,1,"A","N","2014-02-03","201402030NJD"
"NJD",0,1,0,0,0,1,1,0,0,1,0,2,"H","N","2014-02-03","201402030NJD"
"OTT",0,1,0,0,0,1,1,1,0,0,0,2,"A","N","2014-02-03","201402030PIT"
"PIT",1,1,0,0,0,2,0,1,0,0,0,1,"H","N","2014-02-03","201402030PIT"
"PHI",0,1,0,4,0,5,0,2,0,0,0,2,"A","N","2014-02-03","201402030SJS"
"SJS",0,2,0,0,0,2,0,1,0,4,0,5,"H","N","2014-02-03","201402030SJS"
"BOS",0,1,2,0,0,3,0,0,1,0,0,1,"H","N","2014-02-04","201402040BOS"
"VAN",0,0,1,0,0,1,0,1,2,0,0,3,"A","N","2014-02-04","201402040BOS"
"CAR",0,0,0,1,0,1,0,0,1,1,0,2,"H","N","2014-02-04","201402040CAR"
"WPG",0,0,1,1,0,2,0,0,0,1,0,1,"A","N","2014-02-04","201402040CAR"
"FLA",0,0,1,3,0,4,0,0,0,1,0,1,"H","N","2014-02-04","201402040FLA"
"TOR",0,0,0,1,0,1,0,0,1,3,0,4,"A","N","2014-02-04","201402040FLA"
"MIN",0,1,0,1,0,2,0,0,0,1,0,1,"H","N","2014-02-04","201402040MIN"
"TBL",0,0,0,1,0,1,0,1,0,1,0,2,"A","N","2014-02-04","201402040MIN"
"CGY",0,0,0,0,0,0,0,0,1,1,0,2,"A","N","2014-02-04","201402040MTL"
"MTL",0,0,1,1,0,2,0,0,0,0,0,0,"H","N","2014-02-04","201402040MTL"
"COL",0,0,1,0,0,1,0,2,1,2,0,5,"A","N","2014-02-04","201402040NYR"
"NYR",0,2,1,2,0,5,0,0,1,0,0,1,"H","N","2014-02-04","201402040NYR"
"DAL",0,0,1,2,0,3,0,0,1,0,0,1,"A","N","2014-02-04","201402040PHX"
"PHX",0,0,1,0,0,1,0,0,1,2,0,3,"H","N","2014-02-04","201402040PHX"
"OTT",0,0,1,3,1,5,0,1,2,1,0,4,"A","Y","2014-02-04","201402040STL"
"STL",0,1,2,1,0,4,0,0,1,3,1,5,"H","Y","2014-02-04","201402040STL"
"NYI",0,0,0,1,0,1,0,0,0,0,0,0,"A","N","2014-02-04","201402040WSH"
"WSH",0,0,0,0,0,0,0,0,0,1,0,1,"H","N","2014-02-04","201402040WSH"
"ANA",0,0,0,0,0,0,0,0,1,1,0,2,"H","N","2014-02-05","201402050ANA"
"CHI",0,0,1,1,0,2,0,0,0,0,0,0,"A","N","2014-02-05","201402050ANA"
"BUF",0,1,0,0,0,1,0,1,2,2,0,5,"H","N","2014-02-05","201402050BUF"
"PIT",0,1,2,2,0,5,0,1,0,0,0,1,"A","N","2014-02-05","201402050BUF"
"DAL",0,0,0,1,0,1,1,0,1,0,0,2,"A","N","2014-02-05","201402050SJS"
"SJS",1,0,1,0,0,2,0,0,0,1,0,1,"H","N","2014-02-05","201402050SJS"
"DET",0,0,2,1,0,3,0,1,0,0,0,1,"A","N","2014-02-06","201402060FLA"
"FLA",0,1,0,0,0,1,0,0,2,1,0,3,"H","N","2014-02-06","201402060FLA"
"CBJ",0,1,0,0,0,1,1,0,0,1,0,2,"A","N","2014-02-06","201402060LAK"
"LAK",1,0,0,1,0,2,0,1,0,0,0,1,"H","N","2014-02-06","201402060LAK"
"MIN",1,2,0,0,0,3,0,1,1,0,0,2,"H","N","2014-02-06","201402060MIN"
"NSH",0,1,1,0,0,2,1,2,0,0,0,3,"A","N","2014-02-06","201402060MIN"
"MTL",0,2,0,3,0,5,0,0,1,1,0,2,"H","N","2014-02-06","201402060MTL"
"VAN",0,0,1,1,0,2,0,2,0,3,0,5,"A","N","2014-02-06","201402060MTL"
"CGY",0,0,2,2,0,4,0,0,1,1,0,2,"A","N","2014-02-06","201402060NYI"
"NYI",0,0,1,1,0,2,0,0,2,2,0,4,"H","N","2014-02-06","201402060NYI"
"EDM",0,1,0,1,0,2,0,0,1,0,0,1,"A","N","2014-02-06","201402060NYR"
"NYR",0,0,1,0,0,1,0,1,0,1,0,2,"H","N","2014-02-06","201402060NYR"
"BUF",0,0,0,2,0,2,0,0,1,2,0,3,"A","N","2014-02-06","201402060OTT"
"OTT",0,0,1,2,0,3,0,0,0,2,0,2,"H","N","2014-02-06","201402060OTT"
"COL",0,0,0,1,0,1,0,0,1,2,0,3,"A","N","2014-02-06","201402060PHI"
"PHI",0,0,1,2,0,3,0,0,0,1,0,1,"H","N","2014-02-06","201402060PHI"
"BOS",0,0,0,2,0,2,1,1,1,0,0,3,"A","N","2014-02-06","201402060STL"
"STL",1,1,1,0,0,3,0,0,0,2,0,2,"H","N","2014-02-06","201402060STL"
"TBL",0,0,0,1,0,1,0,0,1,3,0,4,"H","N","2014-02-06","201402060TBL"
"TOR",0,0,1,3,0,4,0,0,0,1,0,1,"A","N","2014-02-06","201402060TBL"
"WPG",0,1,1,0,0,2,0,1,0,3,0,4,"A","N","2014-02-06","201402060WSH"
"WSH",0,1,0,3,0,4,0,1,1,0,0,2,"H","N","2014-02-06","201402060WSH"
"CAR",0,3,1,1,0,5,0,1,0,0,0,1,"H","N","2014-02-07","201402070CAR"
"FLA",0,1,0,0,0,1,0,3,1,1,0,5,"A","N","2014-02-07","201402070CAR"
"EDM",0,1,0,0,0,1,1,1,0,0,0,2,"A","N","2014-02-07","201402070NJD"
"NJD",1,1,0,0,0,2,0,1,0,0,0,1,"H","N","2014-02-07","201402070NJD"
"CHI",0,0,0,0,0,0,0,1,1,0,0,2,"A","N","2014-02-07","201402070PHX"
"PHX",0,1,1,0,0,2,0,0,0,0,0,0,"H","N","2014-02-07","201402070PHX"
"NYR",0,1,1,1,1,4,0,1,1,1,0,3,"A","Y","2014-02-07","201402070PIT"
"PIT",0,1,1,1,0,3,0,1,1,1,1,4,"H","Y","2014-02-07","201402070PIT"
"CBJ",0,0,1,1,0,2,0,2,0,1,0,3,"A","N","2014-02-07","201402070SJS"
"SJS",0,2,0,1,0,3,0,0,1,1,0,2,"H","N","2014-02-07","201402070SJS"
"BOS",0,2,2,3,0,7,0,0,1,1,0,2,"H","N","2014-02-08","201402080BOS"
"OTT",0,0,1,1,0,2,0,2,2,3,0,7,"A","N","2014-02-08","201402080BOS"
"CAR",0,0,1,0,0,1,0,0,2,2,0,4,"H","N","2014-02-08","201402080CAR"
"MTL",0,0,2,2,0,4,0,0,1,0,0,1,"A","N","2014-02-08","201402080CAR"
"DAL",0,1,1,0,0,2,0,0,0,1,0,1,"H","N","2014-02-08","201402080DAL"
"PHX",0,0,0,1,0,1,0,1,1,0,0,2,"A","N","2014-02-08","201402080DAL"
"ANA",0,1,1,3,0,5,0,1,0,1,0,2,"A","N","2014-02-08","201402080NSH"
"NSH",0,1,0,1,0,2,0,1,1,3,0,5,"H","N","2014-02-08","201402080NSH"
"COL",0,1,2,2,0,5,0,0,0,2,0,2,"A","N","2014-02-08","201402080NYI"
"NYI",0,0,0,2,0,2,0,1,2,2,0,5,"H","N","2014-02-08","201402080NYI"
"CGY",0,0,0,1,0,1,0,0,1,1,0,2,"A","N","2014-02-08","201402080PHI"
"PHI",0,0,1,1,0,2,0,0,0,1,0,1,"H","N","2014-02-08","201402080PHI"
"STL",0,2,0,1,1,4,0,1,1,1,0,3,"H","Y","2014-02-08","201402080STL"
"WPG",0,1,1,1,0,3,0,2,0,1,1,4,"A","Y","2014-02-08","201402080STL"
"DET",0,1,1,0,0,2,0,0,2,2,0,4,"A","N","2014-02-08","201402080TBL"
"TBL",0,0,2,2,0,4,0,1,1,0,0,2,"H","N","2014-02-08","201402080TBL"
"TOR",0,0,0,3,0,3,0,1,0,0,0,1,"H","N","2014-02-08","201402080TOR"
"VAN",0,1,0,0,0,1,0,0,0,3,0,3,"A","N","2014-02-08","201402080TOR"
"NJD",0,0,0,0,0,0,0,0,0,3,0,3,"A","N","2014-02-08","201402080WSH"
"WSH",0,0,0,3,0,3,0,0,0,0,0,0,"H","N","2014-02-08","201402080WSH"
"BUF",0,0,1,2,0,3,0,0,1,1,0,2,"H","N","2014-02-25","201402250BUF"
"CAR",0,0,1,1,0,2,0,0,1,2,0,3,"A","N","2014-02-25","201402250BUF"
"BOS",0,1,2,1,0,4,1,1,2,1,0,5,"A","N","2014-02-26","201402260BUF"
"BUF",1,1,2,1,0,5,0,1,2,1,0,4,"H","N","2014-02-26","201402260BUF"
"COL",0,2,2,0,0,4,0,1,3,2,0,6,"H","N","2014-02-26","201402260COL"
"LAK",0,1,3,2,0,6,0,2,2,0,0,4,"A","N","2014-02-26","201402260COL"
"DET",1,1,0,0,0,2,0,0,0,1,0,1,"A","N","2014-02-26","201402260MTL"
"MTL",0,0,0,1,0,1,1,1,0,0,0,2,"H","N","2014-02-26","201402260MTL"
"STL",0,0,0,0,0,0,0,0,0,1,0,1,"A","N","2014-02-26","201402260VAN"
"VAN",0,0,0,1,0,1,0,0,0,0,0,0,"H","N","2014-02-26","201402260VAN"
"CGY",0,0,0,0,0,0,0,1,0,1,0,2,"H","N","2014-02-27","201402270CGY"
"LAK",0,1,0,1,0,2,0,0,0,0,0,0,"A","N","2014-02-27","201402270CGY"
"CAR",0,0,0,1,0,1,0,2,1,1,0,4,"A","N","2014-02-27","201402270DAL"
"DAL",0,2,1,1,0,4,0,0,0,1,0,1,"H","N","2014-02-27","201402270DAL"
"EDM",0,0,0,0,0,0,0,1,1,1,0,3,"H","N","2014-02-27","201402270EDM"
"MIN",0,1,1,1,0,3,0,0,0,0,0,0,"A","N","2014-02-27","201402270EDM"
"FLA",0,1,1,2,0,4,0,2,2,1,0,5,"H","N","2014-02-27","201402270FLA"
"WSH",0,2,2,1,0,5,0,1,1,2,0,4,"A","N","2014-02-27","201402270FLA"
"CBJ",0,1,1,0,0,2,0,3,1,1,0,5,"A","N","2014-02-27","201402270NJD"
"NJD",0,3,1,1,0,5,0,1,1,0,0,2,"H","N","2014-02-27","201402270NJD"
"NSH",0,0,2,1,0,3,0,2,0,0,0,2,"H","N","2014-02-27","201402270NSH"
"TBL",0,2,0,0,0,2,0,0,2,1,0,3,"A","N","2014-02-27","201402270NSH"
"NYI",1,2,0,2,0,5,0,1,0,3,0,4,"H","N","2014-02-27","201402270NYI"
"TOR",0,1,0,3,0,4,1,2,0,2,0,5,"A","N","2014-02-27","201402270NYI"
"CHI",0,0,0,1,0,1,0,1,0,1,0,2,"A","N","2014-02-27","201402270NYR"
"NYR",0,1,0,1,0,2,0,0,0,1,0,1,"H","N","2014-02-27","201402270NYR"
"DET",0,4,2,0,0,6,0,0,1,0,0,1,"A","N","2014-02-27","201402270OTT"
"OTT",0,0,1,0,0,1,0,4,2,0,0,6,"H","N","2014-02-27","201402270OTT"
"PHI",0,2,0,1,0,3,0,1,5,1,0,7,"H","N","2014-02-27","201402270PHI"
"SJS",0,1,5,1,0,7,0,2,0,1,0,3,"A","N","2014-02-27","201402270PHI"
"MTL",0,1,2,2,1,6,0,2,1,2,0,5,"A","Y","2014-02-27","201402270PIT"
"PIT",0,2,1,2,0,5,0,1,2,2,1,6,"H","Y","2014-02-27","201402270PIT"
"PHX",0,1,0,1,0,2,0,1,1,0,1,3,"A","Y","2014-02-27","201402270WPG"
"WPG",0,1,1,0,1,3,0,1,0,1,0,2,"H","Y","2014-02-27","201402270WPG"
"ANA",0,1,0,0,0,1,0,0,0,0,0,0,"H","N","2014-02-28","201402280ANA"
"STL",0,0,0,0,0,0,0,1,0,0,0,1,"A","N","2014-02-28","201402280ANA"
"BUF",0,1,0,3,0,4,0,0,1,1,0,2,"H","N","2014-02-28","201402280BUF"
"SJS",0,0,1,1,0,2,0,1,0,3,0,4,"A","N","2014-02-28","201402280BUF"
"COL",0,1,0,3,0,4,0,1,0,1,0,2,"H","N","2014-02-28","201402280COL"
"PHX",0,1,0,1,0,2,0,1,0,3,0,4,"A","N","2014-02-28","201402280COL"
"MIN",0,1,0,0,1,2,0,1,0,0,0,1,"A","Y","2014-02-28","201402280VAN"
"VAN",0,1,0,0,0,1,0,1,0,0,1,2,"H","Y","2014-02-28","201402280VAN"
"BOS",0,0,2,0,0,2,0,1,2,1,0,4,"H","N","2014-03-01","201403010BOS"
"WSH",0,1,2,1,0,4,0,0,2,0,0,2,"A","N","2014-03-01","201403010BOS"
"CBJ",0,2,2,2,0,6,0,1,2,0,0,3,"H","N","2014-03-01","201403010CBJ"
"FLA",0,1,2,0,0,3,0,2,2,2,0,6,"A","N","2014-03-01","201403010CBJ"
"CHI",0,1,2,2,0,5,0,0,0,1,0,1,"H","N","2014-03-01","201403010CHI"
"PIT",0,0,0,1,0,1,0,1,2,2,0,5,"A","N","2014-03-01","201403010CHI"
"DAL",0,0,2,0,0,2,0,2,1,1,0,4,"H","N","2014-03-01","201403010DAL"
"TBL",0,2,1,1,0,4,0,0,2,0,0,2,"A","N","2014-03-01","201403010DAL"
"CGY",1,1,0,0,0,2,0,0,0,1,0,1,"A","N","2014-03-01","201403010EDM"
"EDM",0,0,0,1,0,1,1,1,0,0,0,2,"H","N","2014-03-01","201403010EDM"
"CAR",0,1,0,0,0,1,0,1,0,2,0,3,"A","N","2014-03-01","201403010LAK"
"LAK",0,1,0,2,0,3,0,1,0,0,0,1,"H","N","2014-03-01","201403010LAK"
"MTL",1,2,0,1,0,4,0,1,0,2,0,3,"H","N","2014-03-01","201403010MTL"
"TOR",0,1,0,2,0,3,1,2,0,1,0,4,"A","N","2014-03-01","201403010MTL"
"NSH",0,0,0,1,0,1,0,0,2,1,0,3,"H","N","2014-03-01","201403010NSH"
"WPG",0,0,2,1,0,3,0,0,0,1,0,1,"A","N","2014-03-01","201403010NSH"
"NJD",0,1,4,1,0,6,0,0,1,0,0,1,"A","N","2014-03-01","201403010NYI"
"NYI",0,0,1,0,0,1,0,1,4,1,0,6,"H","N","2014-03-01","201403010NYI"
"NYR",0,0,2,0,0,2,0,2,1,1,0,4,"A","N","2014-03-01","201403010PHI"
"PHI",0,2,1,1,0,4,0,0,2,0,0,2,"H","N","2014-03-01","201403010PHI"
"ANA",0,3,2,0,0,5,0,0,1,2,0,3,"H","N","2014-03-02","201403020ANA"
"CAR",0,0,1,2,0,3,0,3,2,0,0,5,"A","N","2014-03-02","201403020ANA"
"COL",0,2,0,4,0,6,0,1,2,0,0,3,"H","N","2014-03-02","201403020COL"
"TBL",0,1,2,0,0,3,0,2,0,4,0,6,"A","N","2014-03-02","201403020COL"
"NJD",0,0,2,0,0,2,0,0,2,2,0,4,"H","N","2014-03-02","201403020NJD"
"SJS",0,0,2,2,0,4,0,0,2,0,0,2,"A","N","2014-03-02","201403020NJD"
"FLA",0,0,1,4,0,5,0,2,1,0,0,3,"A","N","2014-03-02","201403020NYI"
"NYI",0,2,1,0,0,3,0,0,1,4,0,5,"H","N","2014-03-02","201403020NYI"
"BOS",0,1,2,3,0,6,0,1,1,1,0,3,"A","N","2014-03-02","201403020NYR"
"NYR",0,1,1,1,0,3,0,1,2,3,0,6,"H","N","2014-03-02","201403020NYR"
"PHX",0,1,1,0,0,2,0,0,0,4,0,4,"H","N","2014-03-02","201403020PHX"
"STL",0,0,0,4,0,4,0,1,1,0,0,2,"A","N","2014-03-02","201403020PHX"
"OTT",0,2,1,1,0,4,0,2,0,0,0,2,"A","N","2014-03-02","201403020VAN"
"VAN",0,2,0,0,0,2,0,2,1,1,0,4,"H","N","2014-03-02","201403020VAN"
"PHI",1,1,1,2,0,5,0,2,2,0,0,4,"A","N","2014-03-02","201403020WSH"
"WSH",0,2,2,0,0,4,1,1,1,2,0,5,"H","N","2014-03-02","201403020WSH"
"BUF",0,1,0,1,0,2,0,0,2,1,0,3,"A","N","2014-03-03","201403030DAL"
"DAL",0,0,2,1,0,3,0,1,0,1,0,2,"H","N","2014-03-03","201403030DAL"
"LAK",0,1,1,0,0,2,0,1,0,0,0,1,"H","N","2014-03-03","201403030LAK"
"MTL",0,1,0,0,0,1,0,1,1,0,0,2,"A","N","2014-03-03","201403030LAK"
"CGY",0,0,1,1,0,2,0,0,1,2,0,3,"A","N","2014-03-03","201403030MIN"
"MIN",0,0,1,2,0,3,0,0,1,1,0,2,"H","N","2014-03-03","201403030MIN"
"CBJ",0,0,2,0,0,2,0,0,0,1,0,1,"A","N","2014-03-03","201403030TOR"
"TOR",0,0,0,1,0,1,0,0,2,0,0,2,"H","N","2014-03-03","201403030TOR"
"BOS",0,2,1,1,0,4,0,0,0,1,0,1,"H","N","2014-03-04","201403040BOS"
"FLA",0,0,0,1,0,1,0,2,1,1,0,4,"A","N","2014-03-04","201403040BOS"
"CBJ",0,3,0,1,0,4,0,0,0,2,0,2,"H","N","2014-03-04","201403040CBJ"
"DAL",0,0,0,2,0,2,0,3,0,1,0,4,"A","N","2014-03-04","201403040CBJ"
"CHI",0,0,1,1,0,2,0,0,1,3,0,4,"H","N","2014-03-04","201403040CHI"
"COL",0,0,1,3,0,4,0,0,1,1,0,2,"A","N","2014-03-04","201403040CHI"
"EDM",0,1,1,1,0,3,0,1,0,1,0,2,"H","N","2014-03-04","201403040EDM"
"OTT",0,1,0,1,0,2,0,1,1,1,0,3,"A","N","2014-03-04","201403040EDM"
"DET",0,1,1,1,0,3,0,1,0,3,0,4,"A","N","2014-03-04","201403040NJD"
"NJD",0,1,0,3,0,4,0,1,1,1,0,3,"H","N","2014-03-04","201403040NJD"
"NSH",0,0,1,0,0,1,0,0,1,2,0,3,"H","N","2014-03-04","201403040NSH"
"PIT",0,0,1,2,0,3,0,0,1,0,0,1,"A","N","2014-03-04","201403040NSH"
"PHX",0,1,0,0,0,1,0,0,0,0,0,0,"H","N","2014-03-04","201403040PHX"
"VAN",0,0,0,0,0,0,0,1,0,0,0,1,"A","N","2014-03-04","201403040PHX"
"CAR",1,1,1,0,0,3,0,2,0,0,0,2,"A","N","2014-03-04","201403040SJS"
"SJS",0,2,0,0,0,2,1,1,1,0,0,3,"H","N","2014-03-04","201403040SJS"
"STL",0,0,2,2,0,4,0,2,0,0,0,2,"H","N","2014-03-04","201403040STL"
"TBL",0,2,0,0,0,2,0,0,2,2,0,4,"A","N","2014-03-04","201403040STL"
"NYI",1,1,1,0,0,3,0,1,0,1,0,2,"A","N","2014-03-04","201403040WPG"
"WPG",0,1,0,1,0,2,1,1,1,0,0,3,"H","N","2014-03-04","201403040WPG"
"ANA",0,0,3,0,0,3,0,2,1,0,1,4,"H","Y","2014-03-05","201403050ANA"
"MTL",0,2,1,0,1,4,0,0,3,0,0,3,"A","Y","2014-03-05","201403050ANA"
"CGY",0,1,2,1,0,4,0,0,0,1,0,1,"H","N","2014-03-05","201403050CGY"
"OTT",0,0,0,1,0,1,0,1,2,1,0,4,"A","N","2014-03-05","201403050CGY"
"NYR",0,0,0,2,0,2,1,0,1,1,0,3,"H","N","2014-03-05","201403050NYR"
"TOR",1,0,1,1,0,3,0,0,0,2,0,2,"A","N","2014-03-05","201403050NYR"
"PHI",0,2,2,2,0,6,0,0,1,3,0,4,"H","N","2014-03-05","201403050PHI"
"WSH",0,0,1,3,0,4,0,2,2,2,0,6,"A","N","2014-03-05","201403050PHI"
"BOS",0,0,2,1,0,3,0,0,0,0,0,0,"H","N","2014-03-06","201403060BOS"
"WSH",0,0,0,0,0,0,0,0,2,1,0,3,"A","N","2014-03-06","201403060BOS"
"CBJ",0,1,0,0,0,1,0,2,3,1,0,6,"A","N","2014-03-06","201403060CHI"
"CHI",0,2,3,1,0,6,0,1,0,0,0,1,"H","N","2014-03-06","201403060CHI"
"DAL",0,3,2,1,0,6,0,0,1,0,0,1,"H","N","2014-03-06","201403060DAL"
"VAN",0,0,1,0,0,1,0,3,2,1,0,6,"A","N","2014-03-06","201403060DAL"
"COL",1,0,1,1,0,3,0,1,1,0,0,2,"A","N","2014-03-06","201403060DET"
"DET",0,1,1,0,0,2,1,0,1,1,0,3,"H","N","2014-03-06","201403060DET"
"EDM",1,0,0,2,0,3,0,2,0,0,0,2,"H","N","2014-03-06","201403060EDM"
"NYI",0,2,0,0,0,2,1,0,0,2,0,3,"A","N","2014-03-06","201403060EDM"
"NSH",0,1,0,0,0,1,0,1,1,0,0,2,"H","N","2014-03-06","201403060NSH"
"STL",0,1,1,0,0,2,0,1,0,0,0,1,"A","N","2014-03-06","201403060NSH"
"MTL",0,1,1,0,0,2,0,3,0,2,0,5,"A","N","2014-03-06","201403060PHX"
"PHX",0,3,0,2,0,5,0,1,1,0,0,2,"H","N","2014-03-06","201403060PHX"
"PIT",0,2,0,1,0,3,0,0,1,4,0,5,"A","N","2014-03-06","201403060SJS"
"SJS",0,0,1,4,0,5,0,2,0,1,0,3,"H","N","2014-03-06","201403060SJS"
"BUF",0,1,1,1,0,3,0,0,0,1,0,1,"A","N","2014-03-06","201403060TBL"
"TBL",0,0,0,1,0,1,0,1,1,1,0,3,"H","N","2014-03-06","201403060TBL"
"LAK",0,0,2,1,0,3,0,0,1,0,0,1,"A","N","2014-03-06","201403060WPG"
"WPG",0,0,1,0,0,1,0,0,2,1,0,3,"H","N","2014-03-06","201403060WPG"
"ANA",0,1,0,1,0,2,0,1,0,1,1,3,"H","Y","2014-03-07","201403070ANA"
"PIT",0,1,0,1,1,3,0,1,0,1,0,2,"A","Y","2014-03-07","201403070ANA"
"CAR",0,1,0,1,0,2,0,0,0,4,0,4,"H","N","2014-03-07","201403070CAR"
"NYR",0,0,0,4,0,4,0,1,0,1,0,2,"A","N","2014-03-07","201403070CAR"
"CGY",0,1,0,3,0,4,0,1,2,0,0,3,"H","N","2014-03-07","201403070CGY"
"NYI",0,1,2,0,0,3,0,1,0,3,0,4,"A","N","2014-03-07","201403070CGY"
"DET",0,1,4,2,0,7,0,0,3,1,0,4,"H","N","2014-03-07","201403070DET"
"NJD",0,0,3,1,0,4,0,1,4,2,0,7,"A","N","2014-03-07","201403070DET"
"BUF",0,0,0,0,0,0,0,1,0,1,0,2,"A","N","2014-03-07","201403070FLA"
"FLA",0,1,0,1,0,2,0,0,0,0,0,0,"H","N","2014-03-07","201403070FLA"
"COL",0,0,0,1,0,1,0,0,1,1,0,2,"H","N","2014-03-08","201403080COL"
"STL",0,0,1,1,0,2,0,0,0,1,0,1,"A","N","2014-03-08","201403080COL"
"DAL",0,1,1,2,0,4,0,1,1,1,0,3,"H","N","2014-03-08","201403080DAL"
"MIN",0,1,1,1,0,3,0,1,1,2,0,4,"A","N","2014-03-08","201403080DAL"
"CAR",0,0,2,2,0,4,0,1,3,1,0,5,"A","N","2014-03-08","201403080NJD"
"NJD",0,1,3,1,0,5,0,0,2,2,0,4,"H","N","2014-03-08","201403080NJD"
"CBJ",0,0,0,1,0,1,0,0,0,0,0,0,"A","N","2014-03-08","201403080NSH"
"NSH",0,0,0,0,0,0,0,0,0,1,0,1,"H","N","2014-03-08","201403080NSH"
"MTL",0,0,0,0,0,0,0,1,2,1,0,4,"A","N","2014-03-08","201403080SJS"
"SJS",0,1,2,1,0,4,0,0,0,0,0,0,"H","N","2014-03-08","201403080SJS"
"BOS",0,0,2,1,1,4,0,0,3,0,0,3,"A","Y","2014-03-08","201403080TBL"
"TBL",0,0,3,0,0,3,0,0,2,1,1,4,"H","Y","2014-03-08","201403080TBL"
"PHI",0,0,1,2,0,3,1,2,0,1,0,4,"A","N","2014-03-08","201403080TOR"
"TOR",1,2,0,1,0,4,0,0,1,2,0,3,"H","N","2014-03-08","201403080TOR"
"CGY",0,0,1,0,0,1,0,0,1,1,0,2,"A","N","2014-03-08","201403080VAN"
"VAN",0,0,1,1,0,2,0,0,1,0,0,1,"H","N","2014-03-08","201403080VAN"
"OTT",0,2,3,0,0,5,0,1,1,1,0,3,"A","N","2014-03-08","201403080WPG"
"WPG",0,1,1,1,0,3,0,2,3,0,0,5,"H","N","2014-03-08","201403080WPG"
"PHX",0,1,1,0,0,2,0,0,0,3,0,3,"A","N","2014-03-08","201403080WSH"
"WSH",0,0,0,3,0,3,0,1,1,0,0,2,"H","N","2014-03-08","201403080WSH"
"BUF",0,1,0,0,0,1,0,1,0,1,0,2,"H","N","2014-03-09","201403090BUF"
"CHI",0,1,0,1,0,2,0,1,0,0,0,1,"A","N","2014-03-09","201403090BUF"
"EDM",0,1,0,1,0,2,0,1,3,0,0,4,"H","N","2014-03-09","201403090EDM"
"LAK",0,1,3,0,0,4,0,1,0,1,0,2,"A","N","2014-03-09","201403090EDM"
"BOS",0,0,1,4,0,5,0,0,1,1,0,2,"A","N","2014-03-09","201403090FLA"
"FLA",0,0,1,1,0,2,0,0,1,4,0,5,"H","N","2014-03-09","201403090FLA"
"MIN",0,0,2,0,0,2,0,2,0,0,1,3,"H","Y","2014-03-09","201403090MIN"
"STL",0,2,0,0,1,3,0,0,2,0,0,2,"A","Y","2014-03-09","201403090MIN"
"DET",0,0,0,0,0,0,0,1,0,2,0,3,"A","N","2014-03-09","201403090NYR"
"NYR",0,1,0,2,0,3,0,0,0,0,0,0,"H","N","2014-03-09","201403090NYR"
"ANA",0,0,1,0,0,1,0,2,1,0,0,3,"H","N","2014-03-10","201403100ANA"
"TOR",0,2,1,0,0,3,0,0,1,0,0,1,"A","N","2014-03-10","201403100ANA"
"CGY",0,0,0,2,0,2,0,2,0,1,0,3,"H","N","2014-03-10","201403100CGY"
"LAK",0,2,0,1,0,3,0,0,0,2,0,2,"A","N","2014-03-10","201403100CGY"
"COL",1,0,2,0,0,3,0,0,2,0,0,2,"H","N","2014-03-10","201403100COL"
"WPG",0,0,2,0,0,2,1,0,2,0,0,3,"A","N","2014-03-10","201403100COL"
"NSH",1,0,3,0,0,4,0,0,0,3,0,3,"A","N","2014-03-10","201403100OTT"
"OTT",0,0,0,3,0,3,1,0,3,0,0,4,"H","N","2014-03-10","201403100OTT"
"PHX",0,0,1,2,1,4,0,1,1,1,0,3,"A","Y","2014-03-10","201403100TBL"
"TBL",0,1,1,1,0,3,0,0,1,2,1,4,"H","Y","2014-03-10","201403100TBL"
"NYI",0,0,0,7,0,7,0,1,2,1,0,4,"A","N","2014-03-10","201403100VAN"
"VAN",0,1,2,1,0,4,0,0,0,7,0,7,"H","N","2014-03-10","201403100VAN"
"PIT",0,2,1,0,0,3,0,1,1,0,0,2,"A","N","2014-03-10","201403100WSH"
"WSH",0,1,1,0,0,2,0,2,1,0,0,3,"H","N","2014-03-10","201403100WSH"
"BUF",0,1,0,0,0,1,0,1,2,1,0,4,"H","N","2014-03-11","201403110BUF"
"NSH",0,1,2,1,0,4,0,1,0,0,0,1,"A","N","2014-03-11","201403110BUF"
"CAR",0,0,2,1,0,3,0,0,1,0,0,1,"H","N","2014-03-11","201403110CAR"
