"TEAM_ABBR","OT","Q1","Q2","Q3","SHTOUT","TOTAL_GOALS","OT_ALWD","Q1_ALWD","Q2_ALWD","Q3_ALWD","SHTOUT_ALWD","TOTAL_GOALS_ALWD","HOME_AWAY","SHOOTOUT_FLAG","GAME_DATE","GAME_ID"
"OTT",0,1,1,1,0,3,0,0,1,1,0,2,"H","N","2010-01-21","201001210OTT"
"STL",0,0,1,1,0,2,0,1,1,1,0,3,"A","N","2010-01-21","201001210OTT"
"NYR",0,0,0,0,0,0,0,1,1,0,0,2,"A","N","2010-01-21","201001210PHI"
"PHI",0,1,1,0,0,2,0,0,0,0,0,0,"H","N","2010-01-21","201001210PHI"
"NSH",0,0,2,0,0,2,0,0,1,3,0,4,"A","N","2010-01-21","201001210PHX"
"PHX",0,0,1,3,0,4,0,0,2,0,0,2,"H","N","2010-01-21","201001210PHX"
"PIT",0,1,2,0,0,3,0,1,2,3,0,6,"H","N","2010-01-21","201001210PIT"
"WSH",0,1,2,3,0,6,0,1,2,0,0,3,"A","N","2010-01-21","201001210PIT"
"ANA",0,0,0,1,0,1,0,0,2,1,0,3,"A","N","2010-01-21","201001210SJS"
"SJS",0,0,2,1,0,3,0,0,0,1,0,1,"H","N","2010-01-21","201001210SJS"
"TBL",1,0,1,1,0,3,0,0,1,1,0,2,"H","N","2010-01-21","201001210TBL"
"TOR",0,0,1,1,0,2,1,0,1,1,0,3,"A","N","2010-01-21","201001210TBL"
"DAL",0,1,1,1,0,3,0,1,1,2,0,4,"A","N","2010-01-21","201001210VAN"
"VAN",0,1,1,2,0,4,0,1,1,1,0,3,"H","N","2010-01-21","201001210VAN"
"COL",0,1,1,0,0,2,0,0,1,0,0,1,"H","N","2010-01-22","201001220COL"
"NSH",0,0,1,0,0,1,0,1,1,0,0,2,"A","N","2010-01-22","201001220COL"
"DAL",0,2,1,1,0,4,0,1,1,1,0,3,"A","N","2010-01-22","201001220EDM"
"EDM",0,1,1,1,0,3,0,2,1,1,0,4,"H","N","2010-01-22","201001220EDM"
"MTL",0,1,1,1,0,3,0,1,0,0,0,1,"A","N","2010-01-22","201001220NJD"
"NJD",0,1,0,0,0,1,0,1,1,1,0,3,"H","N","2010-01-22","201001220NJD"
"BOS",0,0,1,0,0,1,0,1,1,0,0,2,"H","N","2010-01-23","201001230BOS"
"OTT",0,1,1,0,0,2,0,0,1,0,0,1,"A","N","2010-01-23","201001230BOS"
"DET",0,2,0,0,0,2,0,0,1,2,0,3,"H","N","2010-01-23","201001230DET"
"LAK",0,0,1,2,0,3,0,2,0,0,0,2,"A","N","2010-01-23","201001230DET"
"FLA",0,0,1,1,0,2,0,0,0,0,0,0,"H","N","2010-01-23","201001230FLA"
"TOR",0,0,0,0,0,0,0,0,1,1,0,2,"A","N","2010-01-23","201001230FLA"
"CBJ",0,0,0,2,0,2,0,1,2,1,0,4,"A","N","2010-01-23","201001230MIN"
"MIN",0,1,2,1,0,4,0,0,0,2,0,2,"H","N","2010-01-23","201001230MIN"
"MTL",0,1,4,1,0,6,0,0,0,0,0,0,"H","N","2010-01-23","201001230MTL"
"NYR",0,0,0,0,0,0,0,1,4,1,0,6,"A","N","2010-01-23","201001230MTL"
"NJD",0,1,1,2,0,4,0,0,2,0,0,2,"A","N","2010-01-23","201001230NYI"
"NYI",0,0,2,0,0,2,0,1,1,2,0,4,"H","N","2010-01-23","201001230NYI"
"CAR",0,1,0,1,0,2,0,1,2,1,0,4,"A","N","2010-01-23","201001230PHI"
"PHI",0,1,2,1,0,4,0,1,0,1,0,2,"H","N","2010-01-23","201001230PHI"
"BUF",0,1,0,1,0,2,0,0,2,3,0,5,"A","N","2010-01-23","201001230SJS"
"SJS",0,0,2,3,0,5,0,1,0,1,0,2,"H","N","2010-01-23","201001230SJS"
"ANA",0,0,0,3,1,4,0,0,2,1,0,3,"A","Y","2010-01-23","201001230STL"
"STL",0,0,2,1,0,3,0,0,0,3,1,4,"H","Y","2010-01-23","201001230STL"
"ATL",0,1,0,0,0,1,0,1,0,0,1,2,"A","Y","2010-01-23","201001230TBL"
"TBL",0,1,0,0,1,2,0,1,0,0,0,1,"H","Y","2010-01-23","201001230TBL"
"CHI",0,0,0,1,0,1,0,3,0,2,0,5,"A","N","2010-01-23","201001230VAN"
"VAN",0,3,0,2,0,5,0,0,0,1,0,1,"H","N","2010-01-23","201001230VAN"
"PHX",0,1,0,1,0,2,0,1,2,1,0,4,"A","N","2010-01-23","201001230WSH"
"WSH",0,1,2,1,0,4,0,1,0,1,0,2,"H","N","2010-01-23","201001230WSH"
"BOS",0,0,0,1,0,1,0,1,3,1,0,5,"A","N","2010-01-24","201001240CAR"
"CAR",0,1,3,1,0,5,0,0,0,1,0,1,"H","N","2010-01-24","201001240CAR"
"COL",0,2,1,1,0,4,0,0,0,0,0,0,"H","N","2010-01-24","201001240COL"
"DAL",0,0,0,0,0,0,0,2,1,1,0,4,"A","N","2010-01-24","201001240COL"
"PHI",0,1,0,0,0,1,0,1,0,1,0,2,"H","N","2010-01-24","201001240PHI"
"PIT",0,1,0,1,0,2,0,1,0,0,0,1,"A","N","2010-01-24","201001240PHI"
"CGY",0,0,0,0,0,0,0,0,1,1,0,2,"H","N","2010-01-25","201001250CGY"
"STL",0,0,1,1,0,2,0,0,0,0,0,0,"A","N","2010-01-25","201001250CGY"
"NYR",0,0,1,1,0,2,0,1,0,3,0,4,"H","N","2010-01-25","201001250NYR"
"PIT",0,1,0,3,0,4,0,0,1,1,0,2,"A","N","2010-01-25","201001250NYR"
"BUF",0,0,1,1,0,2,0,0,2,1,0,3,"A","N","2010-01-25","201001250VAN"
"VAN",0,0,2,1,0,3,0,0,1,1,0,2,"H","N","2010-01-25","201001250VAN"
"ANA",0,0,1,0,0,1,0,0,1,1,0,2,"A","N","2010-01-26","201001260ATL"
"ATL",0,0,1,1,0,2,0,0,1,0,0,1,"H","N","2010-01-26","201001260ATL"
"CBJ",0,0,1,2,0,3,0,0,0,2,0,2,"H","N","2010-01-26","201001260CBJ"
"NSH",0,0,0,2,0,2,0,0,1,2,0,3,"A","N","2010-01-26","201001260CBJ"
"DET",0,1,1,2,0,4,1,0,2,2,0,5,"H","N","2010-01-26","201001260DET"
"PHX",1,0,2,2,0,5,0,1,1,2,0,4,"A","N","2010-01-26","201001260DET"
"CHI",0,1,3,0,0,4,0,0,1,1,0,2,"A","N","2010-01-26","201001260EDM"
"EDM",0,0,1,1,0,2,0,1,3,0,0,4,"H","N","2010-01-26","201001260EDM"
"FLA",0,0,0,2,0,2,0,0,1,0,0,1,"H","N","2010-01-26","201001260FLA"
"MTL",0,0,1,0,0,1,0,0,0,2,0,2,"A","N","2010-01-26","201001260FLA"
"NYI",0,1,1,0,0,2,0,4,2,1,0,7,"H","N","2010-01-26","201001260NYI"
"WSH",0,4,2,1,0,7,0,1,1,0,0,2,"A","N","2010-01-26","201001260NYI"
"NJD",0,0,0,0,0,0,0,2,1,0,0,3,"A","N","2010-01-26","201001260OTT"
"OTT",0,2,1,0,0,3,0,0,0,0,0,0,"H","N","2010-01-26","201001260OTT"
"LAK",0,1,3,1,0,5,0,1,1,1,0,3,"A","N","2010-01-26","201001260TOR"
"TOR",0,1,1,1,0,3,0,1,3,1,0,5,"H","N","2010-01-26","201001260TOR"
"BUF",0,1,0,0,1,2,0,0,1,0,0,1,"H","Y","2010-01-27","201001270BUF"
"NJD",0,0,1,0,0,1,0,1,0,0,1,2,"A","Y","2010-01-27","201001270BUF"
"CGY",0,2,1,0,0,3,0,1,1,1,1,4,"A","Y","2010-01-27","201001270DAL"
"DAL",0,1,1,1,1,4,0,2,1,0,0,3,"H","Y","2010-01-27","201001270DAL"
"DET",0,2,0,0,0,2,0,3,0,2,0,5,"A","N","2010-01-27","201001270MIN"
"MIN",0,3,0,2,0,5,0,2,0,0,0,2,"H","N","2010-01-27","201001270MIN"
"CAR",0,2,1,2,0,5,0,0,1,0,0,1,"A","N","2010-01-27","201001270NYR"
"NYR",0,0,1,0,0,1,0,2,1,2,0,5,"H","N","2010-01-27","201001270NYR"
"MTL",0,0,0,0,0,0,0,1,2,0,0,3,"A","N","2010-01-27","201001270TBL"
"TBL",0,1,2,0,0,3,0,0,0,0,0,0,"H","N","2010-01-27","201001270TBL"
"STL",0,1,0,1,0,2,0,1,0,2,0,3,"A","N","2010-01-27","201001270VAN"
"VAN",0,1,0,2,0,3,0,1,0,1,0,2,"H","N","2010-01-27","201001270VAN"
"ANA",0,0,1,0,0,1,0,1,0,4,0,5,"A","N","2010-01-27","201001270WSH"
"WSH",0,1,0,4,0,5,0,0,1,0,0,1,"H","N","2010-01-27","201001270WSH"
"CAR",0,2,0,2,0,4,0,0,0,1,0,1,"H","N","2010-01-28","201001280CAR"
"NYI",0,0,0,1,0,1,0,2,0,2,0,4,"A","N","2010-01-28","201001280CAR"
"CBJ",0,0,0,1,0,1,0,1,1,2,0,4,"H","N","2010-01-28","201001280CBJ"
"LAK",0,1,1,2,0,4,0,0,0,1,0,1,"A","N","2010-01-28","201001280CBJ"
"COL",0,0,0,0,0,0,0,0,0,1,0,1,"H","N","2010-01-28","201001280COL"
"MIN",0,0,0,1,0,1,0,0,0,0,0,0,"A","N","2010-01-28","201001280COL"
"EDM",0,0,1,0,0,1,0,0,1,1,0,2,"H","N","2010-01-28","201001280EDM"
"STL",0,0,1,1,0,2,0,0,1,0,0,1,"A","N","2010-01-28","201001280EDM"
"ATL",0,1,0,3,0,4,0,0,3,0,0,3,"A","N","2010-01-28","201001280PHI"
"PHI",0,0,3,0,0,3,0,1,0,3,0,4,"H","N","2010-01-28","201001280PHI"
"CGY",0,0,1,1,0,2,0,0,2,0,1,3,"A","Y","2010-01-28","201001280PHX"
"PHX",0,0,2,0,1,3,0,0,1,1,0,2,"H","Y","2010-01-28","201001280PHX"
"OTT",0,2,0,2,0,4,0,1,0,0,0,1,"A","N","2010-01-28","201001280PIT"
"PIT",0,1,0,0,0,1,0,2,0,2,0,4,"H","N","2010-01-28","201001280PIT"
"CHI",1,3,0,0,0,4,0,1,1,1,0,3,"A","N","2010-01-28","201001280SJS"
"SJS",0,1,1,1,0,3,1,3,0,0,0,4,"H","N","2010-01-28","201001280SJS"
"BOS",0,0,1,0,0,1,0,2,0,0,0,2,"A","N","2010-01-29","201001290BUF"
"BUF",0,2,0,0,0,2,0,0,1,0,0,1,"H","N","2010-01-29","201001290BUF"
"COL",0,1,1,0,0,2,0,2,0,1,0,3,"A","N","2010-01-29","201001290DAL"
"DAL",0,2,0,1,0,3,0,1,1,0,0,2,"H","N","2010-01-29","201001290DAL"
"DET",0,1,2,1,0,4,0,1,0,1,0,2,"H","N","2010-01-29","201001290DET"
"NSH",0,1,0,1,0,2,0,1,2,1,0,4,"A","N","2010-01-29","201001290DET"
"NJD",1,2,2,0,0,5,0,1,1,2,0,4,"H","N","2010-01-29","201001290NJD"
"TOR",0,1,1,2,0,4,1,2,2,0,0,5,"A","N","2010-01-29","201001290NJD"
"ANA",0,0,1,0,1,2,0,1,0,0,0,1,"A","Y","2010-01-29","201001290TBL"
"TBL",0,1,0,0,0,1,0,0,1,0,1,2,"H","Y","2010-01-29","201001290TBL"
"FLA",0,0,1,0,0,1,0,1,1,2,0,4,"A","N","2010-01-29","201001290WSH"
"WSH",0,1,1,2,0,4,0,0,1,0,0,1,"H","N","2010-01-29","201001290WSH"
"BOS",0,0,1,1,0,2,0,1,0,1,1,3,"H","Y","2010-01-30","201001300BOS"
"LAK",0,1,0,1,1,3,0,0,1,1,0,2,"A","Y","2010-01-30","201001300BOS"
"CAR",0,1,1,2,0,4,0,0,1,1,0,2,"H","N","2010-01-30","201001300CAR"
"CHI",0,0,1,1,0,2,0,1,1,2,0,4,"A","N","2010-01-30","201001300CAR"
"CGY",0,2,3,1,0,6,0,1,0,0,0,1,"H","N","2010-01-30","201001300CGY"
"EDM",0,1,0,0,0,1,0,2,3,1,0,6,"A","N","2010-01-30","201001300CGY"
"ATL",0,1,2,0,0,3,0,2,1,1,0,4,"A","N","2010-01-30","201001300NSH"
"NSH",0,2,1,1,0,4,0,1,2,0,0,3,"H","N","2010-01-30","201001300NSH"
"MTL",0,0,1,1,0,2,1,1,1,0,0,3,"A","N","2010-01-30","201001300OTT"
"OTT",1,1,1,0,0,3,0,0,1,1,0,2,"H","N","2010-01-30","201001300OTT"
"NYI",0,0,1,0,0,1,0,2,0,0,0,2,"A","N","2010-01-30","201001300PHI"
"PHI",0,2,0,0,0,2,0,0,1,0,0,1,"H","N","2010-01-30","201001300PHI"
"NYR",0,0,0,2,0,2,0,3,0,0,0,3,"A","N","2010-01-30","201001300PHX"
"PHX",0,3,0,0,0,3,0,0,0,2,0,2,"H","N","2010-01-30","201001300PHX"
"MIN",0,2,0,0,0,2,0,1,2,2,0,5,"A","N","2010-01-30","201001300SJS"
"SJS",0,1,2,2,0,5,0,2,0,0,0,2,"H","N","2010-01-30","201001300SJS"
"CBJ",1,1,1,0,0,3,0,1,0,1,0,2,"A","N","2010-01-30","201001300STL"
"STL",0,1,0,1,0,2,1,1,1,0,0,3,"H","N","2010-01-30","201001300STL"
"TOR",0,3,0,0,0,3,0,0,1,4,0,5,"H","N","2010-01-30","201001300TOR"
"VAN",0,0,1,4,0,5,0,3,0,0,0,3,"A","N","2010-01-30","201001300TOR"
"COL",0,0,0,1,0,1,0,1,1,1,0,3,"H","N","2010-01-31","201001310COL"
"NYR",0,1,1,1,0,3,0,0,0,1,0,1,"A","N","2010-01-31","201001310COL"
"DAL",0,0,1,1,0,2,0,1,1,2,0,4,"H","N","2010-01-31","201001310DAL"
"PHX",0,1,1,2,0,4,0,0,1,1,0,2,"A","N","2010-01-31","201001310DAL"
"FLA",0,1,1,0,0,2,0,0,0,0,0,0,"H","N","2010-01-31","201001310FLA"
"NYI",0,0,0,0,0,0,0,1,1,0,0,2,"A","N","2010-01-31","201001310FLA"
"LAK",0,0,1,2,0,3,0,1,1,0,0,2,"A","N","2010-01-31","201001310NJD"
"NJD",0,1,1,0,0,2,0,0,1,2,0,3,"H","N","2010-01-31","201001310NJD"
"DET",0,0,0,1,0,1,0,0,1,0,1,2,"A","Y","2010-01-31","201001310PIT"
"PIT",0,0,1,0,1,2,0,0,0,1,0,1,"H","Y","2010-01-31","201001310PIT"
"TBL",0,0,0,2,0,2,0,0,2,1,0,3,"A","N","2010-01-31","201001310WSH"
"WSH",0,0,2,1,0,3,0,0,0,2,0,2,"H","N","2010-01-31","201001310WSH"
"CGY",0,0,0,0,0,0,0,0,1,2,0,3,"H","N","2010-02-01","201002010CGY"
"PHI",0,0,1,2,0,3,0,0,0,0,0,0,"A","N","2010-02-01","201002010CGY"
"CAR",0,1,1,0,0,2,0,2,2,0,0,4,"A","N","2010-02-01","201002010EDM"
"EDM",0,2,2,0,0,4,0,1,1,0,0,2,"H","N","2010-02-01","201002010EDM"
"ANA",0,0,2,1,0,3,0,0,0,0,0,0,"A","N","2010-02-01","201002010FLA"
"FLA",0,0,0,0,0,0,0,0,2,1,0,3,"H","N","2010-02-01","201002010FLA"
"BUF",0,2,1,1,0,4,0,1,4,0,0,5,"A","N","2010-02-01","201002010PIT"
"PIT",0,1,4,0,0,5,0,2,1,1,0,4,"H","N","2010-02-01","201002010PIT"
"ATL",0,0,1,0,0,1,0,2,0,0,0,2,"H","N","2010-02-02","201002020ATL"
"TBL",0,2,0,0,0,2,0,0,1,0,0,1,"A","N","2010-02-02","201002020ATL"
"BOS",0,1,0,0,0,1,0,0,1,3,0,4,"H","N","2010-02-02","201002020BOS"
"WSH",0,0,1,3,0,4,0,1,0,0,0,1,"A","N","2010-02-02","201002020BOS"
"CBJ",0,1,0,0,0,1,0,1,1,3,0,5,"A","N","2010-02-02","201002020COL"
"COL",0,1,1,3,0,5,0,1,0,0,0,1,"H","N","2010-02-02","201002020COL"
"DAL",0,1,2,1,0,4,0,0,1,1,0,2,"H","N","2010-02-02","201002020DAL"
"MIN",0,0,1,1,0,2,0,1,2,1,0,4,"A","N","2010-02-02","201002020DAL"
"LAK",0,0,1,1,0,2,0,0,0,1,0,1,"H","N","2010-02-02","201002020LAK"
"NYR",0,0,0,1,0,1,0,0,1,1,0,2,"A","N","2010-02-02","201002020LAK"
"MTL",0,2,0,1,0,3,0,1,0,1,0,2,"H","N","2010-02-02","201002020MTL"
"VAN",0,1,0,1,0,2,0,2,0,1,0,3,"A","N","2010-02-02","201002020MTL"
"NSH",0,0,0,0,0,0,0,0,0,0,1,1,"H","Y","2010-02-02","201002020NSH"
"PHX",0,0,0,0,1,1,0,0,0,0,0,0,"A","Y","2010-02-02","201002020NSH"
"DET",0,2,0,2,0,4,0,2,0,0,0,2,"A","N","2010-02-02","201002020SJS"
"SJS",0,2,0,0,0,2,0,2,0,2,0,4,"H","N","2010-02-02","201002020SJS"
"NJD",0,0,0,0,0,0,0,1,2,0,0,3,"A","N","2010-02-02","201002020TOR"
"TOR",0,1,2,0,0,3,0,0,0,0,0,0,"H","N","2010-02-02","201002020TOR"
"ANA",0,2,1,0,0,3,0,0,1,0,0,1,"H","N","2010-02-03","201002030ANA"
"DET",0,0,1,0,0,1,0,2,1,0,0,3,"A","N","2010-02-03","201002030ANA"
"BUF",0,0,0,2,0,2,0,0,1,3,0,4,"H","N","2010-02-03","201002030BUF"
"OTT",0,0,1,3,0,4,0,0,0,2,0,2,"A","N","2010-02-03","201002030BUF"
"CAR",0,0,1,0,0,1,0,1,2,1,0,4,"A","N","2010-02-03","201002030CGY"
"CGY",0,1,2,1,0,4,0,0,1,0,0,1,"H","N","2010-02-03","201002030CGY"
"CHI",0,1,0,1,0,2,0,0,3,0,0,3,"H","N","2010-02-03","201002030CHI"
"STL",0,0,3,0,0,3,0,1,0,1,0,2,"A","N","2010-02-03","201002030CHI"
"EDM",0,0,0,1,0,1,0,0,0,0,0,0,"H","N","2010-02-03","201002030EDM"
"PHI",0,0,0,0,0,0,0,0,0,1,0,1,"A","N","2010-02-03","201002030EDM"
"BOS",0,1,1,0,0,2,0,0,2,0,1,3,"H","Y","2010-02-04","201002040BOS"
"MTL",0,0,2,0,1,3,0,1,1,0,0,2,"A","Y","2010-02-04","201002040BOS"
"CBJ",0,1,0,1,0,2,0,0,0,1,0,1,"H","N","2010-02-04","201002040CBJ"
"DAL",0,0,0,1,0,1,0,1,0,1,0,2,"A","N","2010-02-04","201002040CBJ"
"ANA",0,1,0,3,0,4,0,1,2,3,0,6,"A","N","2010-02-04","201002040LAK"
"LAK",0,1,2,3,0,6,0,1,0,3,0,4,"H","N","2010-02-04","201002040LAK"
"EDM",0,0,1,1,0,2,0,0,1,3,0,4,"A","N","2010-02-04","201002040MIN"
"MIN",0,0,1,3,0,4,0,0,1,1,0,2,"H","N","2010-02-04","201002040MIN"
"COL",0,1,1,1,0,3,0,0,4,1,0,5,"A","N","2010-02-04","201002040NSH"
"NSH",0,0,4,1,0,5,0,1,1,1,0,3,"H","N","2010-02-04","201002040NSH"
"NYR",0,2,3,0,0,5,0,1,3,2,0,6,"H","N","2010-02-04","201002040NYR"
"WSH",0,1,3,2,0,6,0,2,3,0,0,5,"A","N","2010-02-04","201002040NYR"
"OTT",0,2,0,1,0,3,0,0,0,1,0,1,"H","N","2010-02-04","201002040OTT"
"VAN",0,0,0,1,0,1,0,2,0,1,0,3,"A","N","2010-02-04","201002040OTT"
"SJS",0,2,1,1,0,4,0,1,0,1,0,2,"A","N","2010-02-04","201002040STL"
"STL",0,1,0,1,0,2,0,2,1,1,0,4,"H","N","2010-02-04","201002040STL"
"NYI",0,1,1,0,0,2,0,1,2,2,0,5,"A","N","2010-02-04","201002040TBL"
"TBL",0,1,2,2,0,5,0,1,1,0,0,2,"H","N","2010-02-04","201002040TBL"
"BUF",0,1,0,2,0,3,0,1,0,3,0,4,"H","N","2010-02-05","201002050BUF"
"CAR",0,1,0,3,0,4,0,1,0,2,0,3,"A","N","2010-02-05","201002050BUF"
"CHI",0,1,0,0,0,1,0,0,1,0,1,2,"H","Y","2010-02-05","201002050CHI"
"PHX",0,0,1,0,1,2,0,1,0,0,0,1,"A","Y","2010-02-05","201002050CHI"
"CGY",0,1,1,0,0,2,0,0,1,0,0,1,"A","N","2010-02-05","201002050FLA"
"FLA",0,0,1,0,0,1,0,1,1,0,0,2,"H","N","2010-02-05","201002050FLA"
"NJD",0,1,0,3,0,4,0,0,3,0,0,3,"H","N","2010-02-05","201002050NJD"
"TOR",0,0,3,0,0,3,0,1,0,3,0,4,"A","N","2010-02-05","201002050NJD"
"ATL",0,1,0,1,0,2,0,1,1,3,0,5,"A","N","2010-02-05","201002050WSH"
"WSH",0,1,1,3,0,5,0,1,0,1,0,2,"H","N","2010-02-05","201002050WSH"
"ATL",0,0,2,2,0,4,0,2,0,0,0,2,"H","N","2010-02-06","201002060ATL"
"FLA",0,2,0,0,0,2,0,0,2,2,0,4,"A","N","2010-02-06","201002060ATL"
"BOS",0,2,0,0,0,2,0,0,1,1,1,3,"H","Y","2010-02-06","201002060BOS"
"VAN",0,0,1,1,1,3,0,2,0,0,0,2,"A","Y","2010-02-06","201002060BOS"
"BUF",0,0,0,0,0,0,0,0,2,2,0,4,"A","N","2010-02-06","201002060CBJ"
"CBJ",0,0,2,2,0,4,0,0,0,0,0,0,"H","N","2010-02-06","201002060CBJ"
"COL",0,0,1,2,0,3,0,0,0,0,0,0,"H","N","2010-02-06","201002060COL"
"EDM",0,0,0,0,0,0,0,0,1,2,0,3,"A","N","2010-02-06","201002060COL"
"DAL",0,2,2,0,0,4,0,0,0,0,0,0,"H","N","2010-02-06","201002060DAL"
"PHX",0,0,0,0,0,0,0,2,2,0,0,4,"A","N","2010-02-06","201002060DAL"
"DET",0,3,0,0,0,3,0,0,3,1,0,4,"A","N","2010-02-06","201002060LAK"
"LAK",0,0,3,1,0,4,0,3,0,0,0,3,"H","N","2010-02-06","201002060LAK"
"MIN",0,1,1,0,0,2,0,1,0,0,0,1,"H","N","2010-02-06","201002060MIN"
"PHI",0,1,0,0,0,1,0,1,1,0,0,2,"A","N","2010-02-06","201002060MIN"
"MTL",0,1,2,2,0,5,0,1,1,1,0,3,"H","N","2010-02-06","201002060MTL"
"PIT",0,1,1,1,0,3,0,1,2,2,0,5,"A","N","2010-02-06","201002060MTL"
"NSH",0,1,2,0,0,3,0,1,2,1,0,4,"H","N","2010-02-06","201002060NSH"
"SJS",0,1,2,1,0,4,0,1,2,0,0,3,"A","N","2010-02-06","201002060NSH"
"CAR",0,1,1,1,0,3,0,0,1,0,0,1,"A","N","2010-02-06","201002060NYI"
"NYI",0,0,1,0,0,1,0,1,1,1,0,3,"H","N","2010-02-06","201002060NYI"
"NJD",0,0,0,1,0,1,0,0,3,0,0,3,"A","N","2010-02-06","201002060NYR"
"NYR",0,0,3,0,0,3,0,0,0,1,0,1,"H","N","2010-02-06","201002060NYR"
"CHI",0,2,0,0,0,2,0,0,0,1,0,1,"A","N","2010-02-06","201002060STL"
"STL",0,0,0,1,0,1,0,2,0,0,0,2,"H","N","2010-02-06","201002060STL"
"CGY",0,1,0,0,0,1,1,0,0,1,0,2,"A","N","2010-02-06","201002060TBL"
"TBL",1,0,0,1,0,2,0,1,0,0,0,1,"H","N","2010-02-06","201002060TBL"
"OTT",0,0,0,0,0,0,0,3,1,1,0,5,"A","N","2010-02-06","201002060TOR"
"TOR",0,3,1,1,0,5,0,0,0,0,0,0,"H","N","2010-02-06","201002060TOR"
"BOS",0,2,0,1,0,3,0,0,0,0,0,0,"A","N","2010-02-07","201002070MTL"
"MTL",0,0,0,0,0,0,0,2,0,1,0,3,"H","N","2010-02-07","201002070MTL"
"PIT",0,2,2,0,0,4,1,0,2,2,0,5,"A","N","2010-02-07","201002070WSH"
"WSH",1,0,2,2,0,5,0,2,2,0,0,4,"H","N","2010-02-07","201002070WSH"
"ANA",0,1,3,0,0,4,0,1,1,0,0,2,"H","N","2010-02-08","201002080ANA"
"LAK",0,1,1,0,0,2,0,1,3,0,0,4,"A","N","2010-02-08","201002080ANA"
"COL",0,2,3,0,0,5,0,2,0,0,0,2,"H","N","2010-02-08","201002080COL"
"STL",0,2,0,0,0,2,0,2,3,0,0,5,"A","N","2010-02-08","201002080COL"
"NJD",0,1,1,0,0,2,0,0,2,1,0,3,"A","N","2010-02-08","201002080PHI"
"PHI",0,0,2,1,0,3,0,1,1,0,0,2,"H","N","2010-02-08","201002080PHI"
"EDM",0,0,0,1,0,1,0,2,2,2,0,6,"A","N","2010-02-08","201002080PHX"
"PHX",0,2,2,2,0,6,0,0,0,1,0,1,"H","N","2010-02-08","201002080PHX"
"SJS",0,0,2,1,0,3,0,1,1,0,0,2,"A","N","2010-02-08","201002080TOR"
"TOR",0,1,1,0,0,2,0,0,2,1,0,3,"H","N","2010-02-08","201002080TOR"
"BOS",0,2,0,0,1,3,0,0,2,0,0,2,"A","Y","2010-02-09","201002090BUF"
"BUF",0,0,2,0,0,2,0,2,0,0,1,3,"H","Y","2010-02-09","201002090BUF"
"CAR",0,0,2,2,0,4,0,0,1,0,0,1,"H","N","2010-02-09","201002090CAR"
"FLA",0,0,1,0,0,1,0,0,2,2,0,4,"A","N","2010-02-09","201002090CAR"
"CHI",0,2,0,1,1,4,0,2,0,1,0,3,"H","Y","2010-02-09","201002090CHI"
"DAL",0,2,0,1,0,3,0,2,0,1,1,4,"A","Y","2010-02-09","201002090CHI"
"NSH",0,0,2,1,0,3,0,0,2,1,1,4,"A","Y","2010-02-09","201002090NYI"
"NYI",0,0,2,1,1,4,0,0,2,1,0,3,"H","Y","2010-02-09","201002090NYI"
"CGY",0,1,1,0,0,2,0,1,2,0,0,3,"A","N","2010-02-09","201002090OTT"
"OTT",0,1,2,0,0,3,0,1,1,0,0,2,"H","N","2010-02-09","201002090OTT"
"DET",0,1,0,2,0,3,0,0,2,1,1,4,"A","Y","2010-02-09","201002090STL"
"STL",0,0,2,1,1,4,0,1,0,2,0,3,"H","Y","2010-02-09","201002090STL"
"TBL",0,1,0,2,0,3,0,0,1,0,0,1,"H","N","2010-02-09","201002090TBL"
"VAN",0,0,1,0,0,1,0,1,0,2,0,3,"A","N","2010-02-09","201002090TBL"
"ANA",0,1,1,1,0,3,0,0,2,0,0,2,"H","N","2010-02-10","201002100ANA"
"EDM",0,0,2,0,0,2,0,1,1,1,0,3,"A","N","2010-02-10","201002100ANA"
"CBJ",0,1,1,1,0,3,0,0,0,0,0,0,"H","N","2010-02-10","201002100CBJ"
"SJS",0,0,0,0,0,0,0,1,1,1,0,3,"A","N","2010-02-10","201002100CBJ"
"ATL",0,1,1,1,0,3,1,1,0,2,0,4,"A","N","2010-02-10","201002100COL"
"COL",1,1,0,2,0,4,0,1,1,1,0,3,"H","N","2010-02-10","201002100COL"
"MIN",0,1,0,1,0,2,0,1,1,1,0,3,"H","N","2010-02-10","201002100MIN"
"PHX",0,1,1,1,0,3,0,1,0,1,0,2,"A","N","2010-02-10","201002100MIN"
"MTL",1,1,4,0,0,6,0,1,1,3,0,5,"H","N","2010-02-10","201002100MTL"
"WSH",0,1,1,3,0,5,1,1,4,0,0,6,"A","N","2010-02-10","201002100MTL"
"NJD",0,2,0,0,0,2,1,1,1,0,0,3,"H","N","2010-02-10","201002100NJD"
"PHI",1,1,1,0,0,3,0,2,0,0,0,2,"A","N","2010-02-10","201002100NJD"
"NSH",0,1,1,0,0,2,0,0,1,0,0,1,"A","N","2010-02-10","201002100NYR"
"NYR",0,0,1,0,0,1,0,1,1,0,0,2,"H","N","2010-02-10","201002100NYR"
"NYI",0,0,0,1,0,1,0,0,2,1,0,3,"A","N","2010-02-10","201002100PIT"
"PIT",0,0,2,1,0,3,0,0,0,1,0,1,"H","N","2010-02-10","201002100PIT"
